0,70,86,155,83,319621
1,70,86,155,83,647244
2,70,86,155,83,931810
3,70,86,155,83,1185801
4,70,86,154,84,1667323
5,70,86,154,84,1982725
6,70,87,152,84,2264858
7,72,89,152,87,2603657
8,70,86,152,83,3056810
9,71,86,153,84,4027202
10,71,87,153,84,4455896
11,73,89,154,86,4807630
12,70,87,151,84,5110756
13,72,89,149,87,5475092
14,68,90,145,87,5723812
15,68,86,148,83,6125295
16,67,86,148,83,6430136
17,68,86,150,83,6894152
18,68,84,151,83,7301289
19,69,86,151,83,7569406
20,69,86,152,84,8036107
21,65,84,148,81,8301482
22,65,84,144,81,8751043
23,67,86,151,84,9042682
24,70,86,153,83,9520499
25,69,86,151,83,9739031
26,69,86,152,83,10209851
27,68,83,150,82,10477744
28,68,84,151,83,11013822
29,71,86,153,84,11274933
30,70,87,153,84,11795906
31,70,88,153,85,12064251
32,70,87,152,86,12615441
33,70,87,152,86,12843336
34,71,87,154,86,13436495
35,71,87,155,84,13683794
36,72,88,154,86,14277877
37,72,88,155,86,14489711
38,72,88,155,86,15090812
39,70,88,153,84,15351374
40,67,86,150,84,16023985
41,68,87,152,84,16236328
42,70,87,153,84,16882874
43,68,86,150,83,17147626
44,67,86,149,83,17856449
45,67,86,151,83,18043167
46,68,86,150,83,18738677
47,68,84,149,83,18994395
48,72,88,153,84,19705000
49,70,86,153,83,19929583
50,70,87,153,84,20657271
51,70,86,153,83,20907691
52,71,87,154,84,21694774
53,73,87,156,84,21914155
54,70,86,154,83,22669060
55,68,86,151,83,22914544
56,69,86,153,83,23775361
57,73,87,156,84,23988350
58,73,91,158,86,24775785
59,70,89,155,86,25020691
60,70,87,153,84,25870798
61,72,89,155,86,26059062
62,70,91,154,88,26950191
63,68,90,153,86,27236442
64,70,90,153,86,28181006
65,68,89,151,86,28399431
66,68,89,150,86,29267091
67,68,89,150,84,29524400
68,68,90,152,87,30520140
69,64,86,148,83,30738609
70,69,88,152,85,31678268
71,67,87,149,83,32265246
72,68,87,150,84,33385447
73,68,89,152,84,33757074
74,66,89,150,84,34887929
75,68,87,149,83,35124510
76,68,87,150,83,36196776
77,69,89,150,85,36391992
78,67,89,149,85,37650413
79,68,89,151,84,37950342
80,66,89,149,84,39261008
81,67,87,149,84,39581247
82,65,89,147,84,40802962
83,65,87,148,83,41053639
84,66,87,149,83,42146062
85,67,88,150,85,42349746
86,66,89,151,86,43414266
87,67,88,147,85,43647194
88,67,87,145,83,44753850
89,67,87,147,83,44965092
90,67,88,146,83,46088131
91,65,88,150,85,46328656
92,66,87,150,84,47461314
93,65,88,149,85,47667093
94,65,87,146,83,48850912
95,65,87,148,84,49103564
96,65,87,148,84,50307029
97,65,87,147,83,50512761
98,65,88,147,83,51627584
99,62,86,145,83,51862338
100,65,88,149,85,53049424
101,68,87,150,84,53236771
102,67,86,147,83,54452993
103,66,87,150,84,54692217
104,66,87,149,84,55942117
105,66,87,149,84,56141187
106,67,88,150,84,57327448
107,67,88,150,85,57573315
108,68,87,150,84,58929072
109,68,89,151,84,59136803
110,67,87,150,84,60436986
111,68,86,151,83,60714592
112,68,86,152,83,62073480
113,68,86,151,83,62272691
114,69,84,152,81,63611225
115,70,86,151,83,63847234
116,69,86,151,81,65171527
117,69,84,151,81,65358793
118,70,86,154,83,66685627
119,68,84,149,81,66922708
120,66,84,149,81,68316311
121,70,86,152,83,68514111
122,68,84,151,81,69934712
123,68,86,150,83,70190496
124,67,87,148,83,71675854
125,67,87,148,83,71876905
126,68,87,148,84,73332589
127,67,88,147,83,73577885
128,66,87,148,84,75151076
129,68,87,149,83,75350328
130,67,88,150,83,76790235
131,68,87,153,83,77057720
132,67,87,151,81,78576927
133,68,87,150,83,78780335
134,71,92,152,87,80304192
135,69,91,151,86,80576927
136,69,91,151,86,82175356
137,69,91,153,84,82401051
138,70,92,155,86,84035721
139,69,91,153,84,84292294
140,65,88,150,80,85915768
141,67,88,150,81,87451352
142,67,91,151,84,87730317
143,69,91,153,84,89336425
144,65,89,149,83,91057304
145,67,89,152,83,91293882
146,69,91,152,86,93046413
147,69,91,153,86,93245161
148,69,91,152,86,94968346
149,68,89,153,83,95217523
150,70,91,153,86,96960085
151,70,90,152,85,97160252
152,70,91,154,84,98786851
153,70,90,151,84,99065411
154,70,91,154,84,100908171
155,72,90,154,85,101127884
156,71,89,154,83,103011324
157,70,89,153,83,103296325
158,72,89,153,84,105215389
159,69,89,152,83,105415065
160,70,87,153,81,107285486
161,71,87,153,81,107536436
162,73,89,154,84,109491569
163,71,89,153,84,109696784
164,70,89,153,84,111684989
165,70,87,152,83,111935811
166,70,87,153,83,113839539
167,68,87,151,81,114039470
168,70,88,153,82,115896882
169,69,86,150,82,116166639
170,68,87,150,83,118108154
171,70,90,154,85,120041400
172,69,89,152,84,120293143
173,72,89,153,84,122316219
174,70,90,152,85,122519376
175,68,87,151,83,124525620
176,66,89,148,84,124774031
177,67,89,151,84,126866123
178,67,89,150,84,127093537
179,67,89,149,84,129190723
180,65,89,148,84,129455244
181,66,89,150,84,131819586
182,65,86,149,82,132016037
183,65,86,150,81,134363625
184,68,87,150,83,134647852
185,69,90,152,84,136969361
186,69,91,153,84,137186569
187,67,92,151,86,139344273
188,67,92,150,86,139611956
189,67,89,150,84,141887262
190,64,88,180,78,144114539
191,65,89,148,83,144332297
192,65,89,149,83,146663750
193,63,84,184,78,146866675
194,31,97,186,81,147074679
195,31,97,186,81,147273171
196,31,97,186,81,147515963
197,31,97,186,81,147717406
198,31,97,186,81,147945921
199,31,97,186,81,148160634
200,31,97,186,81,148403115
201,31,97,186,81,148609925
202,31,97,186,81,148841743
203,31,97,186,81,149055370
204,31,97,186,81,149307222
205,31,97,186,81,149475267
206,31,97,186,81,149739368
207,31,97,186,81,149945727
208,68,89,147,84,150168140
209,68,89,149,84,150386314
210,68,87,152,83,150637656
211,68,87,151,81,150956174
212,68,87,150,83,151172019
213,67,87,151,81,151479561
214,68,89,150,84,151732363
215,68,87,153,81,152116418
216,68,87,153,83,152320882
217,67,87,151,81,152683347
218,68,87,153,81,152899670
219,68,87,151,81,153323288
220,68,86,152,81,153520247
221,71,89,153,84,153922270
222,72,89,155,85,154188833
223,70,89,153,84,154637000
224,69,89,153,85,154871880
225,70,87,153,84,155316889
226,71,89,155,84,155572062
227,70,89,153,85,156095281
228,68,87,151,83,156305788
229,69,86,154,81,156799476
230,68,86,153,80,157042980
231,70,87,150,83,157585632
232,70,89,155,85,157793409
233,70,89,155,83,158318996
234,73,90,156,84,158553957
235,71,89,155,84,159107361
236,68,87,153,81,159310600
237,68,87,153,83,159875191
238,68,87,153,83,160095092
239,70,87,153,83,160711334
240,68,87,151,83,160907202
241,69,88,153,82,161512458
242,68,87,152,81,161762064
243,68,87,152,81,162400717
244,68,87,151,83,162601825
245,68,87,151,83,163234362
246,67,87,150,83,163472600
247,68,87,151,83,164173204
248,67,88,152,83,164372128
249,67,86,146,81,165046872
250,68,87,151,83,165297060
251,67,87,150,81,166011703
252,66,87,149,81,166216830
253,66,86,150,81,166914358
254,66,87,149,81,167157764
255,66,86,149,81,167918639
256,67,87,151,81,168117175
257,67,87,152,81,168872295
258,66,84,149,80,169119996
259,66,86,150,81,169927319
260,67,86,151,81,170123790
261,68,86,151,81,170892457
262,66,86,151,81,171127571
263,66,86,145,81,171911525
264,64,86,148,81,172115897
265,64,87,148,81,172897598
266,66,86,149,81,173158356
267,66,86,149,81,174006583
268,66,86,149,81,174204659
269,64,87,149,81,175089478
270,66,87,146,83,175328230
271,68,87,150,83,176276908
272,67,87,149,83,176514223
273,67,87,150,81,177556513
274,66,87,150,83,177899027
275,70,89,153,83,178989553
276,68,89,152,84,179219311
277,68,89,152,84,180438476
278,70,91,153,84,180795184
279,68,90,153,84,181860969
280,70,90,153,84,182031679
281,69,92,153,86,183189716
282,72,92,152,87,183438995
283,70,92,155,85,184507388
284,70,91,154,84,184673708
285,72,92,156,86,185802272
286,72,94,157,87,186070684
287,74,92,157,87,187327543
288,74,94,158,87,187760738
289,71,92,154,86,189454568
290,70,92,154,87,189707075
291,72,94,156,89,190911462
292,71,94,154,87,191119233
293,70,92,154,86,192429083
294,72,94,156,87,192709225
295,68,92,152,86,194181754
296,69,92,153,86,194344230
297,69,92,154,86,195475476
298,67,91,152,84,195714569
299,66,89,150,84,196847207
300,66,89,150,83,197027103
301,66,89,150,84,198137760
302,66,89,150,84,198350108
303,66,89,150,84,199514807
304,66,90,151,84,199691475
305,67,91,152,84,200883486
306,69,93,152,87,201127948
307,69,92,151,86,202392544
308,67,89,152,84,202562076
309,67,89,152,83,203789777
310,65,86,149,81,204035270
311,64,84,147,78,205306935
312,68,86,152,81,206576447
313,69,90,155,85,206780647
314,67,89,153,84,208087865
315,67,89,154,84,209672288
316,69,92,156,86,209957687
317,71,92,156,87,211308978
318,34,95,186,79,212714582
319,33,94,148,84,212962320
320,63,86,146,80,214414608
321,67,89,152,83,215917830
322,67,92,153,86,216180085
323,67,89,148,83,217660050
324,68,89,153,84,217879534
325,65,87,146,83,219415340
326,68,89,151,84,219731480
327,70,87,153,83,221454695
328,70,89,153,83,221689278
329,68,87,153,83,223260469
330,67,87,151,81,223545425
331,70,87,153,83,225049944
332,70,89,155,83,225284253
333,70,91,156,84,226708121
334,70,91,156,86,226963665
335,69,91,153,86,228675067
336,69,91,153,86,228919986
337,70,91,154,84,230569766
338,68,89,153,84,230884485
339,68,89,153,84,232455485
340,68,89,153,83,232634822
341,67,87,151,83,234394361
342,67,87,152,83,234662760
343,67,87,152,83,236562670
344,70,89,153,84,236737917
345,70,89,155,84,238646336
346,68,89,153,83,238852704
347,67,89,152,83,240592660
348,65,89,150,83,240769373
349,65,89,150,83,242714817
350,67,89,150,83,243038240
351,65,87,150,81,245316693
352,63,86,148,80,245509285
353,63,87,149,81,247676958
354,63,87,149,81,247859727
355,63,87,148,81,249506819
356,63,86,149,80,249667851
357,63,86,149,80,251217234
358,65,87,149,81,251422585
359,65,87,150,81,253004889
360,65,89,150,83,253181050
361,65,89,150,83,254806890
362,65,88,150,82,255000106
363,63,87,147,81,256574409
364,65,88,150,83,256731723
365,65,89,150,83,258452410
366,66,90,150,84,258659540
367,65,87,148,83,260690635
368,67,91,152,84,260872069
369,67,91,152,84,262714030
370,69,92,154,86,262916486
371,69,91,153,84,264667849
372,69,90,154,84,264844435
373,67,90,151,85,266620538
374,69,91,153,84,266847277
375,68,89,151,84,268681715
376,68,89,152,83,268845586
377,68,89,152,83,270695733
378,67,88,150,83,270936331
379,66,87,150,83,272939659
380,66,89,150,83,273126676
381,65,87,148,81,275250109
382,67,89,150,83,275482203
383,65,87,148,81,277547029
384,65,88,150,82,277725117
385,65,88,150,82,279870496
386,66,89,150,83,280091677
387,66,89,151,83,282244296
388,67,89,150,84,282428765
389,70,92,145,86,284674856
390,67,92,144,86,284908369
391,66,89,148,84,287198504
392,69,89,153,83,287383507
393,67,87,148,81,289677728
394,65,87,146,81,289916088
395,67,87,147,81,292173852
396,65,86,149,81,292373288
397,64,86,146,80,294772575
398,63,86,146,80,294999786
399,63,86,146,80,297442804
400,65,87,148,80,297639759
401,64,86,144,80,300124263
402,63,86,148,80,300336057
403,65,87,144,81,302537958
404,65,87,146,81,302713916
405,65,87,144,81,304917707
406,65,89,146,83,305178320
407,67,89,146,83,307423672
408,69,91,152,84,307637666
409,69,91,149,84,309804909
410,67,91,151,84,310046319
411,67,91,148,84,312347675
412,69,91,149,84,312538531
413,67,89,147,83,314863470
414,67,90,148,83,315088075
415,67,89,150,83,317527042
416,67,89,149,81,317696074
417,67,87,146,81,320003818
418,67,87,151,81,320217637
419,67,89,150,83,322573277
420,67,91,152,83,322752212
421,68,90,153,84,325111475
422,68,90,152,84,325308984
423,65,90,150,83,327614557
424,66,90,152,83,327809665
425,65,90,149,83,330211747
426,65,91,149,83,330427556
427,65,87,149,81,332787801
428,63,87,148,81,332963462
429,65,89,147,83,335355131
430,67,89,147,83,335562115
431,68,90,153,83,338071266
432,68,90,152,84,338236377
433,67,89,152,83,340715829
434,68,90,153,84,340941157
435,66,90,150,83,343508623
436,67,89,150,83,343679844
437,68,90,152,83,345870622
438,68,90,150,84,346044441
439,67,89,150,83,348629201
440,66,89,147,83,348795245
441,65,89,149,83,351319334
442,69,91,152,84,351520427
443,67,91,151,83,351737417
444,66,89,152,83,351941985
445,67,89,149,83,352171292
446,65,89,149,83,352357505
447,65,88,150,82,352575348
448,67,87,150,81,352811674
449,68,89,152,83,353078549
450,68,89,152,83,353258609
451,68,89,152,83,353520118
452,67,87,150,81,353727820
453,69,89,152,82,354021540
454,68,89,153,81,354192906
455,69,89,152,82,354470712
456,67,89,152,83,354699625
457,68,89,151,83,355052464
458,66,89,151,81,355229279
459,67,88,150,82,355552121
460,66,89,151,83,355763517
461,66,89,150,83,356144839
462,68,89,150,83,356355538
463,68,87,149,81,356704841
464,69,88,150,82,356921587
465,70,89,153,83,357329073
466,67,87,150,81,357508080
467,68,87,150,81,357910626
468,67,88,150,82,358188703
469,67,88,150,80,358658218
470,65,86,149,80,358851643
471,66,87,150,81,359319072
472,68,87,151,81,359550483
473,69,88,149,82,360035688
474,69,89,152,82,360523943
475,70,89,151,81,360735148
476,67,89,150,83,361244562
477,70,90,153,84,361795578
478,70,87,151,81,362033896
479,70,87,151,83,362576336
480,67,86,151,83,363117330
481,68,87,151,83,363344068
482,68,86,153,81,363954194
483,69,88,153,83,364137869
484,70,89,153,85,364697642
485,66,87,150,83,364923639
486,68,87,153,83,365578979
487,67,88,152,83,365773290
488,68,89,152,84,366389154
